"","SRR12885679","SRR12885688","SRR12885709","SRR12885579","SRR12885580","SRR12885581"
"ENSG00000235625",1,1,1,1,1,1
"ENSG00000235626",1,1,1,1,1,1
"ENSG00000235627",1,1,1,1,1,1
"ENSG00000235628",1,1,1,1,1,1
"ENSG00000235629",1,4,1,1,1,1
"ENSG00000235631",1,34,46,1,1,1
"ENSG00000235635",1,6,19,1,1,1
"ENSG00000235636",72,99,58,1,1,1
"ENSG00000235637",1,2,1,1,1,1
"ENSG00000235638",1,1,1,1,1,1
"ENSG00000235639",1,1,1,1,1,1
"ENSG00000235640",1,1,1,1,1,1
"ENSG00000235641",2,52,5,1,1,1
"ENSG00000235642",1,1,1,1,1,1
"ENSG00000235643",1,1,268,1,1,1
"ENSG00000235644",1,1,2,1,1,1
"ENSG00000235645",1,1,1,1,1,1
"ENSG00000235646",1,1,1,1,1,1
"ENSG00000235647",1,1,1,1,1,1
"ENSG00000235649",35,17,1,1,1,1
"ENSG00000235651",1,1,10,1,1,1
"ENSG00000235652",448,518,673,1,1,1
"ENSG00000235653",1,1,1,1,1,1
"ENSG00000235655",548,439,282,1,1,1
"ENSG00000235656",1,1,1,1,1,1
"ENSG00000235659",1,1,1,1,1,1
"ENSG00000235660",1,15,5,1,1,1
"ENSG00000235661",20,31,15,1,1,1
"ENSG00000235663",62,54,1,1,1,1
"ENSG00000235665",1,1,1,1,1,1
"ENSG00000235669",1,1,1,1,1,1
"ENSG00000235670",3,2,1,1,1,1
"ENSG00000235672",1,1,18,1,1,1
"ENSG00000235673",2,1,1,1,1,1
"ENSG00000235674",4,11,23,1,1,1
"ENSG00000235677",21,44,167,1,1,1
"ENSG00000235678",1,1,1,1,1,1
"ENSG00000235679",1,1,1,1,1,1
"ENSG00000235681",53,38,6,1,1,1
"ENSG00000235683",1,1,4,1,1,1
"ENSG00000235685",1,1,1,1,1,1
"ENSG00000235686",1,1,1,1,1,1
"ENSG00000235687",1,1,1,1,1,1
"ENSG00000235688",120,232,25,1,1,1
"ENSG00000235689",1,1,14,1,1,1
"ENSG00000235690",1,1,1,1,1,1
"ENSG00000235695",6,15,1,1,1,1
"ENSG00000235698",7,3,12,1,1,1
"ENSG00000235699",1,1,1,1,1,1
"ENSG00000235700",1,2,14,1,1,1
"ENSG00000235701",1,2,32,1,1,1
"ENSG00000235703",161,216,178,1,1,1
"ENSG00000235705",1,1,1,1,1,1
"ENSG00000235706",377,674,460,1,1,1
"ENSG00000235707",1,1,6,1,1,1
"ENSG00000235710",1,1,1,1,1,1
"ENSG00000235711",1391,1837,430,1,1,1
"ENSG00000235713",2,1,1,1,1,1
"ENSG00000235716",1,1,1,1,1,1
"ENSG00000235717",1,1,1,1,1,1
"ENSG00000235718",1,2,5,1,1,1
"ENSG00000235720",83,81,232,1,1,1
"ENSG00000235721",1,3,7,1,1,1
"ENSG00000235724",68,140,35,1,1,1
"ENSG00000235725",1,1,1,1,1,1
"ENSG00000235726",1,17,4,1,1,1
"ENSG00000235728",7,1,1,1,1,1
"ENSG00000235729",1,1,3,1,1,1
"ENSG00000235730",1,1,1,1,1,1
"ENSG00000235731",1,12,3,1,1,1
"ENSG00000235734",35,29,64,1,1,1
"ENSG00000235735",1,1,1,1,1,1
"ENSG00000235736",1,1,1,1,1,1
"ENSG00000235737",1,1,1,1,1,1
"ENSG00000235738",1,1,1,1,1,1
"ENSG00000235740",2,4,1,1,1,1
"ENSG00000235741",1,1,1,1,1,1
"ENSG00000235742",1,1,1,1,1,1
"ENSG00000235743",1,1,1,1,1,1
"ENSG00000235746",1,1,1,1,1,1
"ENSG00000235748",1,1,1,1,1,1
"ENSG00000235749",1,2,8,1,1,1
"ENSG00000235750",2159,2595,441,1,1,1
"ENSG00000235756",1,1,1,1,1,1
"ENSG00000235759",1,2,3,1,1,1
"ENSG00000235760",7,14,12,1,1,1
"ENSG00000235761",1,1,1,1,1,1
"ENSG00000235763",1,1,1,1,1,1
"ENSG00000235768",5,2,4,1,1,1
"ENSG00000235770",1,2,1,1,1,1
"ENSG00000235772",635,470,236,1,1,1
"ENSG00000235774",1,1,14,1,1,1
"ENSG00000235775",1,1,1,1,1,1
"ENSG00000235776",115,170,115,1,1,1
"ENSG00000235777",1,1,1,1,1,1
"ENSG00000235778",1,1,1,1,1,1
"ENSG00000235779",1,3,48,1,1,1
"ENSG00000235780",1,1,1,1,1,1
"ENSG00000235781",24,29,34,1,1,1
"ENSG00000235782",1,1,346,1,1,1
"ENSG00000235784",3,1,1,1,1,1
"ENSG00000235785",1,1,1,1,1,1
"ENSG00000235786",1,1,1,1,1,1
"ENSG00000235787",1,1,1,1,1,1
"ENSG00000235790",6,28,22,1,1,1
"ENSG00000235794",1,1,1,1,1,1
"ENSG00000235795",5,35,6,1,1,1
"ENSG00000235797",1,1,1,1,1,1
"ENSG00000235802",18,5,3,1,1,1
"ENSG00000235803",1,1,1,1,1,1
"ENSG00000235804",1,1,1,1,1,1
"ENSG00000235805",1,1,1,1,1,1
"ENSG00000235806",48,20,96,1,1,1
"ENSG00000235808",1,2,1,1,1,1
"ENSG00000235810",1,1,1,1,1,1
"ENSG00000235811",1,1,1,1,1,1
"ENSG00000235812",1,1,3,1,1,1
"ENSG00000235813",2,1,350,1,1,1
"ENSG00000235815",1,1,1,1,1,1
"ENSG00000235816",1,2,1,1,1,1
"ENSG00000235817",1,1,1,1,1,1
"ENSG00000235818",1,1,1,1,1,1
"ENSG00000235819",1,1,10,1,1,1
"ENSG00000235820",1,1,1,1,1,1
"ENSG00000235821",4,10,9,1,1,1
"ENSG00000235823",5912,3698,2875,1,1,1
"ENSG00000235824",1,1,1,1,1,1
"ENSG00000235827",1,1,1,1,1,1
"ENSG00000235828",1,1,1,1,1,1
"ENSG00000235829",1,1,1,1,1,1
"ENSG00000235830",34,25,4,1,1,1
"ENSG00000235831",84,35,53,1,1,1
"ENSG00000235832",1,1,1,1,1,1
"ENSG00000235833",1,1,1,1,1,1
"ENSG00000235834",1,2,6,1,1,1
"ENSG00000235836",1,1,1,1,1,1
"ENSG00000235837",2,5,44,1,1,1
"ENSG00000235838",1,1,1,1,1,1
"ENSG00000235840",1,1,1,1,1,1
"ENSG00000235843",1,1,1,1,1,1
"ENSG00000235845",1,1,1,1,1,1
"ENSG00000235847",2,5,1,1,1,1
"ENSG00000235848",3,29,39,1,1,1
"ENSG00000235849",1,1,1,1,1,1
"ENSG00000235852",149,78,8,1,1,1
"ENSG00000235855",1,1,1,1,1,1
"ENSG00000235857",1,1,1,1,1,1
"ENSG00000235858",1,1,1,1,1,1
"ENSG00000235859",291,827,834,1,1,1
"ENSG00000235861",1,1,1,1,1,1
"ENSG00000235862",2,1,6,1,1,1
"ENSG00000235863",764,802,187,1,1,1
"ENSG00000235864",1,1,1,1,1,1
"ENSG00000235865",61,65,41,1,1,1
"ENSG00000235868",1,1,1,1,1,1
"ENSG00000235869",1,2,2,1,1,1
"ENSG00000235871",1,1,1,1,1,1
"ENSG00000235872",2,4,9,1,1,1
"ENSG00000235875",17,12,1,1,1,1
"ENSG00000235876",1,1,1,1,1,1
"ENSG00000235879",3,1,1,1,1,1
"ENSG00000235880",1,1,1,1,1,1
"ENSG00000235881",5,8,99,1,1,1
"ENSG00000235884",1,1,1,1,1,1
"ENSG00000235885",19,10,470,1,1,1
"ENSG00000235886",1,1,11,1,1,1
"ENSG00000235887",1,1,1,1,1,1
"ENSG00000235888",4,2,30,1,1,1
"ENSG00000235890",93,55,1,1,1,1
"ENSG00000235892",1,1,1,1,1,1
"ENSG00000235893",1,1,1,1,1,1
"ENSG00000235895",1,1,1,1,1,1
"ENSG00000235897",59,59,5,1,1,1
"ENSG00000235899",70,561,320,1,1,1
"ENSG00000235901",1,1,1,1,1,1
"ENSG00000235902",33,35,26,1,1,1
"ENSG00000235903",64,35,78,1,1,1
"ENSG00000235904",1,1,1,1,1,1
"ENSG00000235907",1,6,1,1,1,1
"ENSG00000235908",2,8,10,1,1,1
"ENSG00000235910",2,22,27,1,1,1
"ENSG00000235911",1,1,1,1,1,1
"ENSG00000235912",61,88,44,1,1,1
"ENSG00000235914",1,1,1,1,1,1
"ENSG00000235916",1,7,1,1,1,1
"ENSG00000235917",1,1,1,1,1,1
"ENSG00000235919",102,227,193,1,1,1
"ENSG00000235920",3,7,85,1,1,1
"ENSG00000235922",1,1,1,1,1,1
"ENSG00000235924",3,1,1,1,1,1
"ENSG00000235926",1,2,1,1,1,1
"ENSG00000235927",8,20,44,1,1,1
"ENSG00000235929",1,1,1,1,1,1
"ENSG00000235930",1,1,1,1,1,1
"ENSG00000235931",1,1,1,1,1,1
"ENSG00000235932",1,1,1,1,1,1
"ENSG00000235933",19,12,1,1,1,1
"ENSG00000235934",9,18,30,1,1,1
"ENSG00000235937",4,1,4,1,1,1
"ENSG00000235939",1,1,1,1,1,1
"ENSG00000235940",1,4,1,1,1,1
"ENSG00000235942",1,1,1,1,1,1
"ENSG00000235943",1,1,1,1,1,1
"ENSG00000235944",1,1,1,1,1,1
"ENSG00000235945",1,2,8,1,1,1
"ENSG00000235946",10,9,24,1,1,1
"ENSG00000235947",82,24,21,1,1,1
"ENSG00000235951",1,1,1,1,1,1
"ENSG00000235954",1105,1647,1615,1,1,1
"ENSG00000235955",1,1,3,1,1,1
"ENSG00000235957",8,10,10,1,1,1
"ENSG00000235958",17,15,31,1,1,1
"ENSG00000235959",1,1,11,1,1,1
"ENSG00000235961",216,260,166,1,1,1
"ENSG00000235962",1,1,1,1,1,1
"ENSG00000235963",2,10,15,1,1,1
"ENSG00000235964",1,1,18,1,1,1
"ENSG00000235965",1,1,1,1,1,1
"ENSG00000235967",1,1,1,1,1,1
"ENSG00000235968",1,1,1,1,1,1
"ENSG00000235969",1,1,1,1,1,1
"ENSG00000235972",1,1,1,1,1,1
"ENSG00000235974",11,16,18,1,1,1
"ENSG00000235975",1,1,1,1,1,1
"ENSG00000235976",1,1,1,1,1,1
"ENSG00000235978",29,21,38,1,1,1
"ENSG00000235979",1,1,37,1,1,1
"ENSG00000235981",1,2,4,1,1,1
"ENSG00000235984",137,169,46,1,1,1
"ENSG00000235988",1,1,1,1,1,1
"ENSG00000235989",6,19,122,1,1,1
"ENSG00000235990",1,1,1,1,1,1
"ENSG00000235991",2,1,13,1,1,1
"ENSG00000235992",1,2,1,1,1,1
"ENSG00000235993",1,1,1,1,1,1
"ENSG00000235994",1,1,1,1,1,1
"ENSG00000235995",1,1,1,1,1,1
"ENSG00000235996",1,1,1,1,1,1
"ENSG00000235997",8,25,1,1,1,1
"ENSG00000235998",1,1,1,1,1,1
"ENSG00000236003",3,3,1,1,1,1
"ENSG00000236004",1,1,1,1,1,1
"ENSG00000236005",1,1,1,1,1,1
"ENSG00000236007",1,1,1,1,1,1
"ENSG00000236008",76,54,11,1,1,1
"ENSG00000236009",1,1,1,1,1,1
"ENSG00000236012",1,1,20,1,1,1
"ENSG00000236013",5,6,136,1,1,1
"ENSG00000236015",18,25,32,1,1,1
"ENSG00000236017",156,152,117,1,1,1
"ENSG00000236018",3,6,18,1,1,1
"ENSG00000236021",33,118,211,1,1,1
"ENSG00000236022",1,1,2,1,1,1
"ENSG00000236024",1,1,1,1,1,1
"ENSG00000236025",1,1,1,1,1,1
"ENSG00000236026",1,1,1,1,1,1
"ENSG00000236027",1,1,7,1,1,1
"ENSG00000236028",1,1,1,1,1,1
"ENSG00000236031",4,23,19,1,1,1
"ENSG00000236032",1,1,1,1,1,1
"ENSG00000236035",21,31,21,1,1,1
"ENSG00000236036",1,1,1,1,1,1
"ENSG00000236039",301,98,187,1,1,1
"ENSG00000236040",1,1,1,1,1,1
"ENSG00000236041",1,1,1,1,1,1
"ENSG00000236042",1,1,1,1,1,1
"ENSG00000236044",4,2,1,1,1,1
"ENSG00000236045",8,1,1,1,1,1
"ENSG00000236046",1,1,1,1,1,1
"ENSG00000236047",2,3,21,1,1,1
"ENSG00000236048",2,2,10,1,1,1
"ENSG00000236049",1,1,37,1,1,1
"ENSG00000236051",1,5,17,1,1,1
"ENSG00000236052",5,1,1,1,1,1
"ENSG00000236053",1,1,1,1,1,1
"ENSG00000236054",1,1,1,1,1,1
"ENSG00000236056",1,2,6,1,1,1
"ENSG00000236058",1,3,3,1,1,1
"ENSG00000236060",1,1,1,1,1,1
"ENSG00000236062",1,1,1,1,1,1
"ENSG00000236064",4,5,8,1,1,1
"ENSG00000236065",1,1,1,1,1,1
"ENSG00000236068",14,4,1,1,1,1
"ENSG00000236069",1,2,5,1,1,1
"ENSG00000236072",1,1,1,1,1,1
"ENSG00000236073",1,1,13,1,1,1
"ENSG00000236075",1,1,1,1,1,1
"ENSG00000236076",1,1,1,1,1,1
"ENSG00000236077",1,1,1,1,1,1
"ENSG00000236078",1,1,1,1,1,1
"ENSG00000236079",1,1,1,1,1,1
"ENSG00000236080",1,1,6,1,1,1
"ENSG00000236081",1,1,1,1,1,1
"ENSG00000236083",1,1,1,1,1,1
"ENSG00000236085",1,1,1,1,1,1
"ENSG00000236086",9,10,6,1,1,1
"ENSG00000236088",622,584,380,1,1,1
"ENSG00000236090",1,8,13,1,1,1
"ENSG00000236091",5,1,19,1,1,1
"ENSG00000236094",1,1,2,1,1,1
"ENSG00000236095",1,1,4,1,1,1
"ENSG00000236097",1,1,1,1,1,1
"ENSG00000236098",3,1,1,1,1,1
"ENSG00000236099",1,1,1,1,1,1
"ENSG00000236101",1,1,4,1,1,1
"ENSG00000236102",1,1,1,1,1,1
"ENSG00000236104",2806,2845,955,1,1,1
"ENSG00000236105",1,1,6,1,1,1
"ENSG00000236106",1,1,1,1,1,1
"ENSG00000236107",17,1,3,1,1,1
"ENSG00000236108",1,1,1,1,1,1
"ENSG00000236109",1,1,1,1,1,1
"ENSG00000236110",1,1,1,1,1,1
"ENSG00000236111",1,1,1,1,1,1
"ENSG00000236114",1,6,38,1,1,1
"ENSG00000236115",1,1,25,1,1,1
"ENSG00000236116",1,1,1,1,1,1
"ENSG00000236117",1,1,1,1,1,1
"ENSG00000236118",2,1,1,1,1,1
"ENSG00000236119",1,1,4,1,1,1
"ENSG00000236120",2,11,1,1,1,1
"ENSG00000236121",1,1,1,1,1,1
"ENSG00000236123",5,3,24,1,1,1
"ENSG00000236124",1,1,1,1,1,1
"ENSG00000236125",1,1,1,1,1,1
"ENSG00000236126",1,1,1,1,1,1
"ENSG00000236129",1,1,1,1,1,1
"ENSG00000236130",11,4,9,1,1,1
"ENSG00000236131",1,1,1,1,1,1
"ENSG00000236132",1,1,12,1,1,1
"ENSG00000236133",1,1,1,1,1,1
"ENSG00000236136",4,2,11,1,1,1
"ENSG00000236137",49,50,16,1,1,1
"ENSG00000236138",1,2,7,1,1,1
"ENSG00000236140",7,1,1,1,1,1
"ENSG00000236141",1,1,1,1,1,1
"ENSG00000236144",509,576,553,1,1,1
"ENSG00000236145",1,1,1,1,1,1
"ENSG00000236146",1,1,1,1,1,1
"ENSG00000236148",1,1,9,1,1,1
"ENSG00000236151",1,1,1,1,1,1
"ENSG00000236152",1,4,1,1,1,1
"ENSG00000236153",1,1,1,1,1,1
"ENSG00000236154",1,3,1,1,1,1
"ENSG00000236155",346,522,42,1,1,1
"ENSG00000236156",1,1,1,1,1,1
"ENSG00000236158",1,1,1,1,1,1
"ENSG00000236159",1,1,1,1,1,1
"ENSG00000236160",1,1,1,1,1,1
"ENSG00000236162",1,1,1,1,1,1
"ENSG00000236164",1,1,1,1,1,1
"ENSG00000236165",3,6,19,1,1,1
"ENSG00000236167",1,1,1,1,1,1
"ENSG00000236168",1,1,1,1,1,1
"ENSG00000236170",1,1,1,1,1,1
"ENSG00000236171",1,1,1,1,1,1
"ENSG00000236172",1,1,6,1,1,1
"ENSG00000236173",4,9,1,1,1,1
"ENSG00000236175",1,1,1,1,1,1
"ENSG00000236176",1,1,1,1,1,1
"ENSG00000236179",1,1,1,1,1,1
"ENSG00000236180",3,6,2,1,1,1
"ENSG00000236182",1,1,7,1,1,1
"ENSG00000236184",8,5,27,1,1,1
"ENSG00000236185",1,1,1,1,1,1
"ENSG00000236187",1,1,1,1,1,1
"ENSG00000236188",1,2,1,1,1,1
"ENSG00000236189",1,1,1,1,1,1
"ENSG00000236190",1,1,1,1,1,1
"ENSG00000236191",1,1,1,1,1,1
"ENSG00000236193",1,1,1,1,1,1
"ENSG00000236194",6,15,86,1,1,1
"ENSG00000236195",1,1,1,1,1,1
"ENSG00000236197",1,1,2,1,1,1
"ENSG00000236199",1,1,1,1,1,1
"ENSG00000236200",61,100,150,1,1,1
"ENSG00000236202",1,1,1,1,1,1
"ENSG00000236204",72,213,172,1,1,1
"ENSG00000236205",1,1,1,1,1,1
"ENSG00000236206",5,16,6,1,1,1
"ENSG00000236208",1,1,6,1,1,1
"ENSG00000236209",5,10,20,1,1,1
"ENSG00000236211",1,1,1,1,1,1
"ENSG00000236212",1,7,1,1,1,1
"ENSG00000236213",899,957,230,1,1,1
"ENSG00000236216",1,1,1,1,1,1
"ENSG00000236217",1,1,1,1,1,1
"ENSG00000236226",1,1,1,1,1,1
"ENSG00000236229",4,8,18,1,1,1
"ENSG00000236230",17,14,2,1,1,1
"ENSG00000236231",1,1,1,1,1,1
"ENSG00000236232",1,4,7,1,1,1
"ENSG00000236234",9,21,359,1,1,1
"ENSG00000236235",1,1,1,1,1,1
"ENSG00000236238",1,1,1,1,1,1
"ENSG00000236240",1,4,1,1,1,1
"ENSG00000236241",1,1,1,1,1,1
"ENSG00000236242",1,1,1,1,1,1
"ENSG00000236243",1,1,1,1,1,1
"ENSG00000236244",1,2,1,1,1,1
"ENSG00000236246",1,1,1,1,1,1
"ENSG00000236248",1,1,1,1,1,1
"ENSG00000236252",1,1,1,1,1,1
"ENSG00000236253",1,1,1,1,1,1
"ENSG00000236254",3,4,1,1,1,1
"ENSG00000236255",199,819,1740,1,1,1
"ENSG00000236256",6,4,1,1,1,1
"ENSG00000236257",1,2,1,1,1,1
"ENSG00000236258",1,1,1,1,1,1
"ENSG00000236259",1,1,1,1,1,1
"ENSG00000236261",1,1,1,1,1,1
"ENSG00000236262",1,1,1,1,1,1
"ENSG00000236263",1,1,1,1,1,1
"ENSG00000236264",7,9,19,1,1,1
"ENSG00000236266",24,61,135,1,1,1
"ENSG00000236267",1,1,3,1,1,1
"ENSG00000236268",23,9,1,1,1,1
"ENSG00000236272",1,1,1,1,1,1
"ENSG00000236274",1,1,1,1,1,1
"ENSG00000236276",1,1,1,1,1,1
"ENSG00000236277",1,1,1,1,1,1
"ENSG00000236278",1,1,1,1,1,1
"ENSG00000236279",1,9,1,1,1,1
"ENSG00000236281",1,1,1,1,1,1
"ENSG00000236283",132,131,100,1,1,1
"ENSG00000236284",1,1,1,1,1,1
"ENSG00000236285",1,1,1,1,1,1
"ENSG00000236287",4665,5686,4280,1,1,1
"ENSG00000236289",1,1,1,1,1,1
"ENSG00000236290",1,2,1,1,1,1
"ENSG00000236292",1,1,1,1,1,1
"ENSG00000236295",2,1,1,1,1,1
"ENSG00000236296",69,107,35,1,1,1
"ENSG00000236297",20,7,8,1,1,1
"ENSG00000236299",1,1,1,1,1,1
"ENSG00000236300",1,1,1,1,1,1
"ENSG00000236301",1,1,1,1,1,1
"ENSG00000236303",2,1,1,1,1,1
"ENSG00000236304",4,7,1,1,1,1
"ENSG00000236305",9,11,1,1,1,1
"ENSG00000236306",1,1,1,1,1,1
"ENSG00000236307",2,1,4,1,1,1
"ENSG00000236308",18,16,28,1,1,1
"ENSG00000236311",1,1,1,1,1,1
"ENSG00000236312",5,7,8,1,1,1
"ENSG00000236313",1,1,1,1,1,1
"ENSG00000236316",1,1,1,1,1,1
"ENSG00000236317",2,5,1,1,1,1
"ENSG00000236318",14,4,8,1,1,1
"ENSG00000236319",12,10,4,1,1,1
"ENSG00000236320",1,3,1,1,1,1
"ENSG00000236323",1,1,2,1,1,1
"ENSG00000236324",1,1,14,1,1,1
"ENSG00000236325",3,3,1,1,1,1
"ENSG00000236326",1,1,1,1,1,1
"ENSG00000236327",1,1,1,1,1,1
"ENSG00000236330",25,55,51,1,1,1
"ENSG00000236332",1,1,1,1,1,1
"ENSG00000236333",32,120,10,1,1,1
"ENSG00000236334",1,1,1,1,1,1
"ENSG00000236335",1,1,1,1,1,1
"ENSG00000236336",1,1,1,1,1,1
"ENSG00000236337",20,42,24,1,1,1
"ENSG00000236339",1,1,1,1,1,1
"ENSG00000236340",1,1,2,1,1,1
"ENSG00000236341",1,1,1,1,1,1
"ENSG00000236343",1,1,1,1,1,1
"ENSG00000236345",134,56,343,1,1,1
"ENSG00000236347",1,1,1,1,1,1
"ENSG00000236348",3,3,1,1,1,1
"ENSG00000236349",8,12,1,1,1,1
"ENSG00000236352",1,1,1,1,1,1
"ENSG00000236354",1,1,1,1,1,1
"ENSG00000236355",1,1,1,1,1,1
"ENSG00000236356",1,1,1,1,1,1
"ENSG00000236357",1,1,1,1,1,1
"ENSG00000236358",31,60,7,1,1,1
"ENSG00000236359",1,1,1,1,1,1
"ENSG00000236360",2,9,59,1,1,1
"ENSG00000236362",1,1,1,1,1,1
"ENSG00000236364",22,33,36,1,1,1
"ENSG00000236365",1,1,1,1,1,1
"ENSG00000236366",1,1,1,1,1,1
"ENSG00000236371",1,1,1,1,1,1
"ENSG00000236372",1,1,1,1,1,1
"ENSG00000236373",1,1,7,1,1,1
"ENSG00000236375",1,1,6,1,1,1
"ENSG00000236376",1,1,3,1,1,1
"ENSG00000236377",59,157,124,1,1,1
"ENSG00000236378",1,1,1,1,1,1
"ENSG00000236379",2,1,1,1,1,1
"ENSG00000236380",1,1,1,1,1,1
"ENSG00000236382",1,1,1,1,1,1
"ENSG00000236383",42,36,14,1,1,1
"ENSG00000236384",3,16,20,1,1,1
"ENSG00000236385",1,1,1,1,1,1
"ENSG00000236386",1,1,1,1,1,1
"ENSG00000236387",1,1,1,1,1,1
"ENSG00000236388",1,1,1,1,1,1
"ENSG00000236389",1,1,1,1,1,1
"ENSG00000236390",1,1,1,1,1,1
"ENSG00000236391",1,1,1,1,1,1
"ENSG00000236393",3,3,1,1,1,1
"ENSG00000236394",3,15,1,1,1,1
"ENSG00000236395",1,1,1,1,1,1
"ENSG00000236396",1,1,1,1,1,1
"ENSG00000236397",228,3,235,1,1,1
"ENSG00000236398",2,1,1,1,1,1
"ENSG00000236400",1,1,1,1,1,1
"ENSG00000236401",1,1,1,1,1,1
"ENSG00000236403",1,1,1,1,1,1
"ENSG00000236404",591,345,593,1,1,1
"ENSG00000236405",1,1,1,1,1,1
"ENSG00000236407",1,1,1,1,1,1
"ENSG00000236408",1,1,1,1,1,1
"ENSG00000236409",27,11,18,1,1,1
"ENSG00000236411",10,9,6,1,1,1
"ENSG00000236412",12,17,1,1,1,1
"ENSG00000236413",1,1,1,1,1,1
"ENSG00000236414",1,1,1,1,1,1
"ENSG00000236417",16,5,7,1,1,1
"ENSG00000236420",1,1,1,1,1,1
"ENSG00000236423",72,11,155,1,1,1
"ENSG00000236424",1,1,1,1,1,1
"ENSG00000236425",4,1,1,1,1,1
"ENSG00000236426",1,1,12,1,1,1
"ENSG00000236427",6,9,13,1,1,1
"ENSG00000236429",1,1,1,1,1,1
"ENSG00000236430",1,3,15,1,1,1
"ENSG00000236431",38,29,39,1,1,1
"ENSG00000236432",135,184,230,1,1,1
"ENSG00000236433",1,1,1,1,1,1
"ENSG00000236434",5,32,12,1,1,1
"ENSG00000236435",1,1,1,1,1,1
"ENSG00000236436",1,1,1,1,1,1
"ENSG00000236437",1,1,1,1,1,1
"ENSG00000236438",1,1,1,1,1,1
"ENSG00000236439",22,73,170,1,1,1
"ENSG00000236440",1,1,1,1,1,1
"ENSG00000236442",1,1,1,1,1,1
"ENSG00000236444",15,20,12,1,1,1
"ENSG00000236445",2,1,1,1,1,1
"ENSG00000236446",1,1,1,1,1,1
"ENSG00000236447",1,2,1,1,1,1
"ENSG00000236449",6,28,23,1,1,1
"ENSG00000236450",1,1,1,1,1,1
"ENSG00000236451",1,1,1,1,1,1
"ENSG00000236452",1,1,1,1,1,1
"ENSG00000236453",11,6,5274,1,1,1
"ENSG00000236456",16,14,19,1,1,1
"ENSG00000236457",1,1,1,1,1,1
"ENSG00000236459",1,8,3,1,1,1
"ENSG00000236460",1,1,1,1,1,1
"ENSG00000236461",1,1,1,1,1,1
"ENSG00000236463",1,1,1,1,1,1
"ENSG00000236464",1,1,1,1,1,1
"ENSG00000236466",123,160,12,1,1,1
"ENSG00000236467",16,34,14,1,1,1
"ENSG00000236468",1,1,1,1,1,1
"ENSG00000236469",1,1,1,1,1,1
"ENSG00000236471",5,11,6,1,1,1
"ENSG00000236472",3,1,1,1,1,1
"ENSG00000236473",1,1,3,1,1,1
"ENSG00000236474",7,5,12,1,1,1
"ENSG00000236475",1,1,1,1,1,1
"ENSG00000236476",1,1,1,1,1,1
"ENSG00000236477",1,1,1,1,1,1
"ENSG00000236478",2,1,1,1,1,1
"ENSG00000236480",3,1,49,1,1,1
"ENSG00000236481",1,1,1,1,1,1
"ENSG00000236483",5,11,3,1,1,1
"ENSG00000236484",1,1,1,1,1,1
"ENSG00000236485",1,1,1,1,1,1
"ENSG00000236487",1,1,1,1,1,1
"ENSG00000236489",5,1,5,1,1,1
"ENSG00000236491",3,23,11,1,1,1
"ENSG00000236493",8,7,17,1,1,1
"ENSG00000236494",4,2,8,1,1,1
"ENSG00000236495",1,1,1,1,1,1
"ENSG00000236496",5,10,9,1,1,1
"ENSG00000236497",10,81,8,1,1,1
"ENSG00000236498",8,20,257,1,1,1
"ENSG00000236499",8,6,1,1,1,1
"ENSG00000236500",1,1,1,1,1,1
"ENSG00000236501",4,8,11,1,1,1
"ENSG00000236502",581,201,13,1,1,1
"ENSG00000236503",1,1,1,1,1,1
"ENSG00000236504",1,1,1,1,1,1
"ENSG00000236505",1,1,1,1,1,1
"ENSG00000236507",1,1,2,1,1,1
"ENSG00000236508",1,2,10,1,1,1
"ENSG00000236509",1,1,198,1,1,1
"ENSG00000236510",1,4,1,1,1,1
"ENSG00000236511",1,3,2,1,1,1
"ENSG00000236512",2,5,14,1,1,1
"ENSG00000236513",1,1,1,1,1,1
"ENSG00000236514",23,44,57,1,1,1
"ENSG00000236516",12,3,1,1,1,1
"ENSG00000236519",25,30,31,1,1,1
"ENSG00000236520",10,4,1,1,1,1
"ENSG00000236521",1,1,1,1,1,1
"ENSG00000236523",1,1,1,1,1,1
"ENSG00000236525",1,1,1,1,1,1
"ENSG00000236526",19,43,42,1,1,1
"ENSG00000236527",2,1,13,1,1,1
"ENSG00000236528",1,2,4,1,1,1
"ENSG00000236529",26,53,90,1,1,1
"ENSG00000236530",1,1,2,1,1,1
"ENSG00000236531",1,1,5,1,1,1
"ENSG00000236532",14,6,8,1,1,1
"ENSG00000236533",2,1,1,1,1,1
"ENSG00000236534",5,1,1,1,1,1
"ENSG00000236535",2,1,1,1,1,1
"ENSG00000236536",1,1,4,1,1,1
"ENSG00000236538",1,1,1,1,1,1
"ENSG00000236539",2,1,8,1,1,1
"ENSG00000236540",77,140,172,1,1,1
"ENSG00000236541",1,1,1,1,1,1
"ENSG00000236542",2,1,1,1,1,1
"ENSG00000236543",1,1,1,1,1,1
"ENSG00000236544",1,1,1,1,1,1
"ENSG00000236545",3,3,6,1,1,1
"ENSG00000236546",1,1,1,1,1,1
"ENSG00000236548",45,71,22,1,1,1
"ENSG00000236549",1,1,1,1,1,1
"ENSG00000236550",1,1,1,1,1,1
"ENSG00000236552",5077,3888,4733,1,1,1
"ENSG00000236554",2,1,10,1,1,1
"ENSG00000236555",1,1,1,1,1,1
"ENSG00000236556",2,1,2,1,1,1
"ENSG00000236559",1,3,1,1,1,1
"ENSG00000236562",1,1,1,1,1,1
"ENSG00000236564",1,1,1,1,1,1
