"","SRR12885679","SRR12885688","SRR12885709","SRR12885579","SRR12885580","SRR12885581"
"ENSG00000234702",1,3,1,1,1,1
"ENSG00000234703",1,1,1,1,1,1
"ENSG00000234705",13,112,14,1,1,1
"ENSG00000234706",1,1,1,1,1,1
"ENSG00000234707",12,19,47,1,1,1
"ENSG00000234709",22,10,3,1,1,1
"ENSG00000234710",1,1,1,1,1,1
"ENSG00000234711",1,1,28,1,1,1
"ENSG00000234712",1,1,1,1,1,1
"ENSG00000234713",1,1,1,1,1,1
"ENSG00000234714",1,1,1,1,1,1
"ENSG00000234715",1,1,1,1,1,1
"ENSG00000234716",1,1,1,1,1,1
"ENSG00000234717",1,1,5,1,1,1
"ENSG00000234718",2,4,7,1,1,1
"ENSG00000234719",5,195,746,1,1,1
"ENSG00000234720",1,1,1,1,1,1
"ENSG00000234721",1,1,5,1,1,1
"ENSG00000234722",3,17,9,1,1,1
"ENSG00000234723",1,1,1,1,1,1
"ENSG00000234724",1,1,1,1,1,1
"ENSG00000234726",1,1,1,1,1,1
"ENSG00000234730",1,1,1,1,1,1
"ENSG00000234731",1,1,1,1,1,1
"ENSG00000234732",1,1,1,1,1,1
"ENSG00000234735",1,1,1,1,1,1
"ENSG00000234736",1,1,1,1,1,1
"ENSG00000234737",3,2,1,1,1,1
"ENSG00000234740",13,4,22,1,1,1
"ENSG00000234741",7788,11894,15660,1,1,1
"ENSG00000234742",1515,2469,759,1,1,1
"ENSG00000234743",117,107,258,1,1,1
"ENSG00000234744",1,1,1,1,1,1
"ENSG00000234745",35142,62482,51467,1,1,1
"ENSG00000234748",1,1,1,1,1,1
"ENSG00000234749",1,1,1,1,1,1
"ENSG00000234750",13,37,78,1,1,1
"ENSG00000234751",1,1,1,1,1,1
"ENSG00000234752",1,1,1,1,1,1
"ENSG00000234753",70,74,14,1,1,1
"ENSG00000234754",2,4,1,1,1,1
"ENSG00000234756",1,14,490,1,1,1
"ENSG00000234758",1,1,1,1,1,1
"ENSG00000234761",1,1,1,1,1,1
"ENSG00000234763",2,1,14,1,1,1
"ENSG00000234764",1,1,1,1,1,1
"ENSG00000234765",1,1,1,1,1,1
"ENSG00000234766",1,6,4,1,1,1
"ENSG00000234767",1,1,1,1,1,1
"ENSG00000234768",1,1,1,1,1,1
"ENSG00000234769",77,67,91,1,1,1
"ENSG00000234770",3,18,1,1,1,1
"ENSG00000234771",719,1522,1096,1,1,1
"ENSG00000234772",4,27,32,1,1,1
"ENSG00000234773",1,1,7,1,1,1
"ENSG00000234775",1,1,1,1,1,1
"ENSG00000234776",10,7,80,1,1,1
"ENSG00000234777",1,1,1,1,1,1
"ENSG00000234779",7,1,3,1,1,1
"ENSG00000234780",1,1,1,1,1,1
"ENSG00000234781",1,1,1,1,1,1
"ENSG00000234782",8,9,1,1,1,1
"ENSG00000234784",1,1,2,1,1,1
"ENSG00000234785",1,8,1,1,1,1
"ENSG00000234787",1,1,2,1,1,1
"ENSG00000234788",1,1,7,1,1,1
"ENSG00000234789",8,6,32,1,1,1
"ENSG00000234790",1,1,1,1,1,1
"ENSG00000234791",1,1,1,1,1,1
"ENSG00000234792",1,1,1,1,1,1
"ENSG00000234793",1,1,2,1,1,1
"ENSG00000234795",1,1,1,1,1,1
"ENSG00000234796",3,5,7,1,1,1
"ENSG00000234797",1105,1599,1101,1,1,1
"ENSG00000234800",1,1,1,1,1,1
"ENSG00000234801",111,143,245,1,1,1
"ENSG00000234803",1,1,1,1,1,1
"ENSG00000234805",1,1,2,1,1,1
"ENSG00000234806",1,2,1,1,1,1
"ENSG00000234807",238,148,80,1,1,1
"ENSG00000234810",1,2,2,1,1,1
"ENSG00000234811",1,1,1,1,1,1
"ENSG00000234812",1,1,1,1,1,1
"ENSG00000234813",1,1,1,1,1,1
"ENSG00000234814",25,16,9,1,1,1
"ENSG00000234816",1,2,1,1,1,1
"ENSG00000234817",21,42,89,1,1,1
"ENSG00000234818",1,5,10,1,1,1
"ENSG00000234819",1,1,6,1,1,1
"ENSG00000234821",1,1,1,1,1,1
"ENSG00000234825",2,3,3,1,1,1
"ENSG00000234826",3,1,6,1,1,1
"ENSG00000234828",1,1,4,1,1,1
"ENSG00000234829",1,1,1,1,1,1
"ENSG00000234830",1,1,1,1,1,1
"ENSG00000234832",1,7,138,1,1,1
"ENSG00000234835",4,4,17,1,1,1
"ENSG00000234837",1,1,1,1,1,1
"ENSG00000234838",1,1,1,1,1,1
"ENSG00000234839",1,1,1,1,1,1
"ENSG00000234840",44,106,115,1,1,1
"ENSG00000234841",1,1,32,1,1,1
"ENSG00000234842",2,1,1,1,1,1
"ENSG00000234844",1,3,1,1,1,1
"ENSG00000234848",6,6,4,1,1,1
"ENSG00000234850",1,1,1,1,1,1
"ENSG00000234851",245,300,361,1,1,1
"ENSG00000234853",1,1,1,1,1,1
"ENSG00000234854",1,1,1,1,1,1
"ENSG00000234855",2,1,1,1,1,1
"ENSG00000234857",1,11,36,1,1,1
"ENSG00000234859",1,1,1,1,1,1
"ENSG00000234860",4,2,3,1,1,1
"ENSG00000234861",1,1,1,1,1,1
"ENSG00000234862",1,1,1,1,1,1
"ENSG00000234863",1,1,1,1,1,1
"ENSG00000234864",1,1,1,1,1,1
"ENSG00000234865",1,2,7,1,1,1
"ENSG00000234869",8,10,21,1,1,1
"ENSG00000234872",1,1,1,1,1,1
"ENSG00000234877",1,1,1,1,1,1
"ENSG00000234878",1,1,1,1,1,1
"ENSG00000234880",1,1,15,1,1,1
"ENSG00000234881",1,1,1,1,1,1
"ENSG00000234882",1,1,1,1,1,1
"ENSG00000234883",11,11,308,1,1,1
"ENSG00000234884",19,86,20,1,1,1
"ENSG00000234886",1,1,4,1,1,1
"ENSG00000234888",1,1,1,1,1,1
"ENSG00000234889",1,1,1,1,1,1
"ENSG00000234890",1,1,1,1,1,1
"ENSG00000234891",2,3,1,1,1,1
"ENSG00000234892",1,1,1,1,1,1
"ENSG00000234894",1,1,1,1,1,1
"ENSG00000234895",1,1,1,1,1,1
"ENSG00000234896",3,1,1,1,1,1
"ENSG00000234898",1,1,1,1,1,1
"ENSG00000234899",87,109,66,1,1,1
"ENSG00000234900",1,1,1,1,1,1
"ENSG00000234901",1,1,1,1,1,1
"ENSG00000234902",5,14,24,1,1,1
"ENSG00000234903",1,1,1,1,1,1
"ENSG00000234906",1,1,1,1,1,1
"ENSG00000234907",1,1,1,1,1,1
"ENSG00000234910",1,1,1,1,1,1
"ENSG00000234911",28,61,59,1,1,1
"ENSG00000234912",294,288,678,1,1,1
"ENSG00000234913",8,2,1,1,1,1
"ENSG00000234915",1,1,3,1,1,1
"ENSG00000234917",4,5,77,1,1,1
"ENSG00000234918",1,1,1,1,1,1
"ENSG00000234919",1,1,1,1,1,1
"ENSG00000234921",1,1,1,1,1,1
"ENSG00000234922",1,1,1,1,1,1
"ENSG00000234925",1,21,61,1,1,1
"ENSG00000234927",1,1,1,1,1,1
"ENSG00000234928",13,13,1,1,1,1
"ENSG00000234929",1,1,1,1,1,1
"ENSG00000234931",1,1,1,1,1,1
"ENSG00000234932",1,1,1,1,1,1
"ENSG00000234933",1,1,1,1,1,1
"ENSG00000234934",1,1,1,1,1,1
"ENSG00000234936",11,44,18,1,1,1
"ENSG00000234937",3,2,4,1,1,1
"ENSG00000234938",1,1,1,1,1,1
"ENSG00000234939",1,1,1,1,1,1
"ENSG00000234940",1,1,1,1,1,1
"ENSG00000234941",1,1,1,1,1,1
"ENSG00000234942",1,1,2,1,1,1
"ENSG00000234943",1,2,1,1,1,1
"ENSG00000234944",1,1,1,1,1,1
"ENSG00000234945",10,21,35,1,1,1
"ENSG00000234946",1,4,1,1,1,1
"ENSG00000234948",1,2,7,1,1,1
"ENSG00000234949",75,102,77,1,1,1
"ENSG00000234950",1,1,1,1,1,1
"ENSG00000234952",1,1,1,1,1,1
"ENSG00000234953",1,1,1,1,1,1
"ENSG00000234956",1,1,1,1,1,1
"ENSG00000234958",1,1,1,1,1,1
"ENSG00000234961",1,1,1,1,1,1
"ENSG00000234962",1,1,1,1,1,1
"ENSG00000234964",80,147,101,1,1,1
"ENSG00000234965",1,1,1,1,1,1
"ENSG00000234967",1,1,1,1,1,1
"ENSG00000234969",5,40,14,1,1,1
"ENSG00000234973",1,1,1,1,1,1
"ENSG00000234975",190,597,1133,1,1,1
"ENSG00000234977",1,1,1,1,1,1
"ENSG00000234979",1,1,1,1,1,1
"ENSG00000234981",4,1,3,1,1,1
"ENSG00000234982",3,1,1,1,1,1
"ENSG00000234983",1,1,1,1,1,1
"ENSG00000234984",1,1,1,1,1,1
"ENSG00000234985",1,1,1,1,1,1
"ENSG00000234986",1,1,1,1,1,1
"ENSG00000234988",1,1,1,1,1,1
"ENSG00000234993",1,1,7,1,1,1
"ENSG00000234995",1,1,1,1,1,1
"ENSG00000234996",8,14,32,1,1,1
"ENSG00000234997",32,9,1,1,1,1
"ENSG00000234998",23,10,12,1,1,1
"ENSG00000234999",1,1,1,1,1,1
"ENSG00000235001",54,84,90,1,1,1
"ENSG00000235002",4,9,1,1,1,1
"ENSG00000235004",1,1,1,1,1,1
"ENSG00000235005",1,1,1,1,1,1
"ENSG00000235007",1,1,1,1,1,1
"ENSG00000235008",1,1,1,1,1,1
"ENSG00000235009",1,1,1,1,1,1
"ENSG00000235010",15,26,8,1,1,1
"ENSG00000235011",1,1,1,1,1,1
"ENSG00000235012",1,1,1,1,1,1
"ENSG00000235013",2,1,1,1,1,1
"ENSG00000235014",1,1,1,1,1,1
"ENSG00000235015",1,1,1,1,1,1
"ENSG00000235016",51,119,230,1,1,1
"ENSG00000235018",1,3,2,1,1,1
"ENSG00000235020",7,14,1,1,1,1
"ENSG00000235021",1,10,1,1,1,1
"ENSG00000235023",20,41,6,1,1,1
"ENSG00000235024",15,4,28,1,1,1
"ENSG00000235026",24,115,230,1,1,1
"ENSG00000235027",10,25,42,1,1,1
"ENSG00000235028",1,1,2,1,1,1
"ENSG00000235029",128,255,53,1,1,1
"ENSG00000235032",1,1,1,1,1,1
"ENSG00000235033",7,19,108,1,1,1
"ENSG00000235034",17,41,68,1,1,1
"ENSG00000235035",1,1,1,1,1,1
"ENSG00000235036",49,78,151,1,1,1
"ENSG00000235038",1,1,1,1,1,1
"ENSG00000235039",1,1,1,1,1,1
"ENSG00000235040",1,1,1,1,1,1
"ENSG00000235042",39,19,6,1,1,1
"ENSG00000235043",19,25,15,1,1,1
"ENSG00000235044",1,4,3,1,1,1
"ENSG00000235045",1,1,12,1,1,1
"ENSG00000235047",1,1,1,1,1,1
"ENSG00000235049",1,7,15,1,1,1
"ENSG00000235050",2,4,4,1,1,1
"ENSG00000235051",1,2,7,1,1,1
"ENSG00000235052",2,3,1,1,1,1
"ENSG00000235054",1,1,1,1,1,1
"ENSG00000235055",1,1,3,1,1,1
"ENSG00000235056",1,1,1,1,1,1
"ENSG00000235058",1,1,1,1,1,1
"ENSG00000235059",1,1,1,1,1,1
"ENSG00000235060",1,1,1,1,1,1
"ENSG00000235061",1,1,1,1,1,1
"ENSG00000235062",1,1,1,1,1,1
"ENSG00000235064",1,1,1,1,1,1
"ENSG00000235065",22,29,44,1,1,1
"ENSG00000235066",1,7,56,1,1,1
"ENSG00000235069",1,1,1,1,1,1
"ENSG00000235070",1,1,1,1,1,1
"ENSG00000235071",1,1,1,1,1,1
"ENSG00000235072",44,81,27,1,1,1
"ENSG00000235076",1,1,1,1,1,1
"ENSG00000235077",11,22,7,1,1,1
"ENSG00000235078",15,14,25,1,1,1
"ENSG00000235079",1,11,86,1,1,1
"ENSG00000235080",1,1,1,1,1,1
"ENSG00000235081",15,18,17,1,1,1
"ENSG00000235082",150,159,180,1,1,1
"ENSG00000235083",1,1,1,1,1,1
"ENSG00000235084",33,25,10,1,1,1
"ENSG00000235085",1,2,1,1,1,1
"ENSG00000235086",1,1,1,1,1,1
"ENSG00000235088",5,2,1,1,1,1
"ENSG00000235089",1,1,1,1,1,1
"ENSG00000235090",2,1,12,1,1,1
"ENSG00000235091",1,5,1,1,1,1
"ENSG00000235092",184,649,1525,1,1,1
"ENSG00000235094",1,1,1,1,1,1
"ENSG00000235095",8,20,11,1,1,1
"ENSG00000235096",1,1,1,1,1,1
"ENSG00000235097",1,2,1,1,1,1
"ENSG00000235098",4039,3413,1089,1,1,1
"ENSG00000235099",1,1,1,1,1,1
"ENSG00000235100",37,37,56,1,1,1
"ENSG00000235101",1,1,1,1,1,1
"ENSG00000235102",1,1,1,1,1,1
"ENSG00000235105",63,84,55,1,1,1
"ENSG00000235106",2278,1706,763,1,1,1
"ENSG00000235108",1,1,1,1,1,1
"ENSG00000235109",870,1207,570,1,1,1
"ENSG00000235110",1,1,1,1,1,1
"ENSG00000235111",1,1,1,1,1,1
"ENSG00000235112",2,3,1,1,1,1
"ENSG00000235113",1,1,1,1,1,1
"ENSG00000235115",1,1,1,1,1,1
"ENSG00000235118",10,4,6,1,1,1
"ENSG00000235119",5,10,2,1,1,1
"ENSG00000235120",1,1,1,1,1,1
"ENSG00000235121",3,2,5,1,1,1
"ENSG00000235122",56,76,1,1,1,1
"ENSG00000235123",1,1,1,1,1,1
"ENSG00000235124",1,1,1,1,1,1
"ENSG00000235126",1,1,6,1,1,1
"ENSG00000235127",1,1,1,1,1,1
"ENSG00000235128",1,2,19,1,1,1
"ENSG00000235129",1,1,1,1,1,1
"ENSG00000235131",1,1,4,1,1,1
"ENSG00000235133",1,1,1,1,1,1
"ENSG00000235136",1,1,1,1,1,1
"ENSG00000235137",4,2,9,1,1,1
"ENSG00000235138",8,18,21,1,1,1
"ENSG00000235139",1,1,1,1,1,1
"ENSG00000235140",4,2,2,1,1,1
"ENSG00000235141",1,1,1,1,1,1
"ENSG00000235142",1766,2065,61,1,1,1
"ENSG00000235143",1,1,1,1,1,1
"ENSG00000235145",1,1,5,1,1,1
"ENSG00000235146",1,1,1,1,1,1
"ENSG00000235147",1,1,1,1,1,1
"ENSG00000235148",1,1,1,1,1,1
"ENSG00000235149",1,1,15,1,1,1
"ENSG00000235150",1,1,1,1,1,1
"ENSG00000235151",7,19,14,1,1,1
"ENSG00000235152",1,1,1,1,1,1
"ENSG00000235154",1,1,1,1,1,1
"ENSG00000235156",3,1,4,1,1,1
"ENSG00000235158",1,1,1,1,1,1
"ENSG00000235159",19,10,19,1,1,1
"ENSG00000235160",1,1,1,1,1,1
"ENSG00000235162",9755,12530,1848,1,1,1
"ENSG00000235163",1,1,1,1,1,1
"ENSG00000235165",1,1,1,1,1,1
"ENSG00000235166",1,1,1,1,1,1
"ENSG00000235168",1,1,1,1,1,1
"ENSG00000235169",76,121,17,1,1,1
"ENSG00000235170",1,1,1,1,1,1
"ENSG00000235172",1,1,11,1,1,1
"ENSG00000235173",740,392,548,1,1,1
"ENSG00000235174",946,982,1158,1,1,1
"ENSG00000235175",1,1,1,1,1,1
"ENSG00000235180",2,1,6,1,1,1
"ENSG00000235181",1,1,1,1,1,1
"ENSG00000235182",1,1,1,1,1,1
"ENSG00000235183",1,1,1,1,1,1
"ENSG00000235185",3,5,7,1,1,1
"ENSG00000235186",1,1,1,1,1,1
"ENSG00000235189",1,4,9,1,1,1
"ENSG00000235190",1,1,1,1,1,1
"ENSG00000235191",1,1,2,1,1,1
"ENSG00000235192",70,87,23,1,1,1
"ENSG00000235194",2991,4047,2675,1,1,1
"ENSG00000235196",1,2,1,1,1,1
"ENSG00000235197",1,1,1,1,1,1
"ENSG00000235198",1,1,1,1,1,1
"ENSG00000235199",1,1,1,1,1,1
"ENSG00000235200",1,1,1,1,1,1
"ENSG00000235201",1,1,1,1,1,1
"ENSG00000235202",1,1,1,1,1,1
"ENSG00000235203",1,1,1,1,1,1
"ENSG00000235204",2,4,1,1,1,1
"ENSG00000235205",1,2,1,1,1,1
"ENSG00000235207",1,1,1,1,1,1
"ENSG00000235208",1,1,1,1,1,1
"ENSG00000235209",11,19,6,1,1,1
"ENSG00000235211",1,1,1,1,1,1
"ENSG00000235213",1,1,3,1,1,1
"ENSG00000235214",6,1,37,1,1,1
"ENSG00000235215",3,1,1,1,1,1
"ENSG00000235217",1109,435,102,1,1,1
"ENSG00000235218",1,1,1,1,1,1
"ENSG00000235219",1,1,1,1,1,1
"ENSG00000235221",1,1,1,1,1,1
"ENSG00000235224",1,1,2,1,1,1
"ENSG00000235225",1,6,1,1,1,1
"ENSG00000235226",1,1,1,1,1,1
"ENSG00000235227",1,1,1,1,1,1
"ENSG00000235232",1,1,1,1,1,1
"ENSG00000235235",1,1,1,1,1,1
"ENSG00000235236",24,11,28,1,1,1
"ENSG00000235237",1,1,1,1,1,1
"ENSG00000235238",29,24,33,1,1,1
"ENSG00000235239",1,1,1,1,1,1
"ENSG00000235240",1,1,1,1,1,1
"ENSG00000235241",1,1,1,1,1,1
"ENSG00000235242",1,1,1,1,1,1
"ENSG00000235243",1,1,1,1,1,1
"ENSG00000235244",28,50,11,1,1,1
"ENSG00000235246",2,5,18,1,1,1
"ENSG00000235248",1,1,1,1,1,1
"ENSG00000235251",1,2,2,1,1,1
"ENSG00000235253",5,1,4,1,1,1
"ENSG00000235254",1,1,1,1,1,1
"ENSG00000235256",1,1,1,1,1,1
"ENSG00000235257",358,395,74,1,1,1
"ENSG00000235258",2,9,6,1,1,1
"ENSG00000235262",3,6,10,1,1,1
"ENSG00000235263",1,1,1,1,1,1
"ENSG00000235264",1,1,1,1,1,1
"ENSG00000235266",1,2,1,1,1,1
"ENSG00000235267",12,5,23,1,1,1
"ENSG00000235268",4,15,1,1,1,1
"ENSG00000235269",288,162,20,1,1,1
"ENSG00000235271",6,1,1,1,1,1
"ENSG00000235272",2,12,29,1,1,1
"ENSG00000235274",1,1,1,1,1,1
"ENSG00000235275",1,1,1,1,1,1
"ENSG00000235277",5,1,2,1,1,1
"ENSG00000235278",1,1,1,1,1,1
"ENSG00000235279",1,1,1,1,1,1
"ENSG00000235280",118,128,230,1,1,1
"ENSG00000235281",1,12,17,1,1,1
"ENSG00000235282",1,1,1,1,1,1
"ENSG00000235284",2,7,21,1,1,1
"ENSG00000235285",2,1,1,1,1,1
"ENSG00000235286",5,13,57,1,1,1
"ENSG00000235288",1,4,6,1,1,1
"ENSG00000235289",1,1,1,1,1,1
"ENSG00000235290",9,91,94,1,1,1
"ENSG00000235292",1,1,1,1,1,1
"ENSG00000235293",1,1,1,1,1,1
"ENSG00000235294",1,1,1,1,1,1
"ENSG00000235295",47,69,1,1,1,1
"ENSG00000235296",3,15,32,1,1,1
"ENSG00000235297",126,237,228,1,1,1
"ENSG00000235298",11,18,49,1,1,1
"ENSG00000235299",1,1,1,1,1,1
"ENSG00000235300",8,1,1,1,1,1
"ENSG00000235301",3,2,1,1,1,1
"ENSG00000235303",1,1,24,1,1,1
"ENSG00000235304",1,1,1,1,1,1
"ENSG00000235306",1,1,1,1,1,1
"ENSG00000235308",1,4,1,1,1,1
"ENSG00000235310",3,7,1,1,1,1
"ENSG00000235312",1,1,1,1,1,1
"ENSG00000235313",24,39,27,1,1,1
"ENSG00000235314",615,312,74,1,1,1
"ENSG00000235315",1,1,1,1,1,1
"ENSG00000235316",106,204,219,1,1,1
"ENSG00000235318",1,1,1,1,1,1
"ENSG00000235319",10,2,14,1,1,1
"ENSG00000235321",1,1,1,1,1,1
"ENSG00000235323",1,1,1,1,1,1
"ENSG00000235325",2,2,1,1,1,1
"ENSG00000235328",1,7,8,1,1,1
"ENSG00000235329",1,1,1,1,1,1
"ENSG00000235330",8,9,10,1,1,1
"ENSG00000235332",1,2,1,1,1,1
"ENSG00000235333",1,1,1,1,1,1
"ENSG00000235334",1,1,1,1,1,1
"ENSG00000235335",1,1,1,1,1,1
"ENSG00000235337",1,1,1,1,1,1
"ENSG00000235338",1,1,1,1,1,1
"ENSG00000235339",1,1,1,1,1,1
"ENSG00000235343",1,1,1,1,1,1
"ENSG00000235347",2,1,1,1,1,1
"ENSG00000235349",20,4,28,1,1,1
"ENSG00000235350",1,1,1,1,1,1
"ENSG00000235351",8,17,13,1,1,1
"ENSG00000235352",1,1,1,1,1,1
"ENSG00000235354",3,12,71,1,1,1
"ENSG00000235356",1,1,1,1,1,1
"ENSG00000235357",3,1,1,1,1,1
"ENSG00000235358",2,6,8,1,1,1
"ENSG00000235361",1,1,1,1,1,1
"ENSG00000235363",15,22,34,1,1,1
"ENSG00000235366",1,1,1,1,1,1
"ENSG00000235368",1,1,1,1,1,1
"ENSG00000235369",1,1,1,1,1,1
"ENSG00000235370",2,1,5,1,1,1
"ENSG00000235371",1,5,1,1,1,1
"ENSG00000235374",53,62,26,1,1,1
"ENSG00000235376",14,13,14,1,1,1
"ENSG00000235377",1,1,1,1,1,1
"ENSG00000235378",1,1,1,1,1,1
"ENSG00000235379",1,1,1,1,1,1
"ENSG00000235381",64,41,136,1,1,1
"ENSG00000235382",1,1,1,1,1,1
"ENSG00000235385",18,61,2461,1,1,1
"ENSG00000235386",1,1,1,1,1,1
"ENSG00000235387",1,3,8,1,1,1
"ENSG00000235389",1,1,1,1,1,1
"ENSG00000235390",1,1,1,1,1,1
"ENSG00000235397",7,5,2,1,1,1
"ENSG00000235399",7,2,3,1,1,1
"ENSG00000235400",1,1,3,1,1,1
"ENSG00000235403",1,1,1,1,1,1
"ENSG00000235407",1,1,6,1,1,1
"ENSG00000235408",11,28,60,1,1,1
"ENSG00000235410",4,3,1,1,1,1
"ENSG00000235411",1,4,71,1,1,1
"ENSG00000235412",1,1,1,1,1,1
"ENSG00000235413",8,18,17,1,1,1
"ENSG00000235414",1,1,1,1,1,1
"ENSG00000235415",1,1,1,1,1,1
"ENSG00000235416",1,1,1,1,1,1
"ENSG00000235419",1,2,14,1,1,1
"ENSG00000235420",1,1,2,1,1,1
"ENSG00000235421",1,1,4,1,1,1
"ENSG00000235422",1,1,1,1,1,1
"ENSG00000235424",1,1,1,1,1,1
"ENSG00000235425",1,1,1,1,1,1
"ENSG00000235426",1,1,3,1,1,1
"ENSG00000235427",1,1,1,1,1,1
"ENSG00000235429",1,1,1,1,1,1
"ENSG00000235430",1,1,1,1,1,1
"ENSG00000235431",1,1,1,1,1,1
"ENSG00000235432",1,1,1,1,1,1
"ENSG00000235433",1,1,1,1,1,1
"ENSG00000235434",3,1,1,1,1,1
"ENSG00000235435",1,1,1,1,1,1
"ENSG00000235436",1,1,1,1,1,1
"ENSG00000235437",2030,1835,2352,1,1,1
"ENSG00000235438",3,1,14,1,1,1
"ENSG00000235440",3,3,11,1,1,1
"ENSG00000235444",1,1,1,1,1,1
"ENSG00000235445",1,1,1,1,1,1
"ENSG00000235446",1,1,1,1,1,1
"ENSG00000235447",13,5,1,1,1,1
"ENSG00000235448",225,199,911,1,1,1
"ENSG00000235449",4,3,13,1,1,1
"ENSG00000235450",17,8,1,1,1,1
"ENSG00000235451",1,1,1,1,1,1
"ENSG00000235453",410,518,719,1,1,1
"ENSG00000235454",9,1,1,1,1,1
"ENSG00000235455",1,1,1,1,1,1
"ENSG00000235459",3,1,1,1,1,1
"ENSG00000235461",1,1,1,1,1,1
"ENSG00000235462",1,1,1,1,1,1
"ENSG00000235463",1,1,1,1,1,1
"ENSG00000235464",1,1,1,1,1,1
"ENSG00000235467",1,1,1,1,1,1
"ENSG00000235469",1,1,1,1,1,1
"ENSG00000235470",6,8,1,1,1,1
"ENSG00000235472",8,7,9,1,1,1
"ENSG00000235478",130,157,108,1,1,1
"ENSG00000235479",1,1,1,1,1,1
"ENSG00000235480",20,25,1,1,1,1
"ENSG00000235481",13,20,28,1,1,1
"ENSG00000235482",1,1,1,1,1,1
"ENSG00000235483",1,1,1,1,1,1
"ENSG00000235485",1,1,1,1,1,1
"ENSG00000235486",1,1,4,1,1,1
"ENSG00000235488",2,1,15,1,1,1
"ENSG00000235489",1,3,12,1,1,1
"ENSG00000235491",1,1,1,1,1,1
"ENSG00000235492",1,1,1,1,1,1
"ENSG00000235493",2,1,1,1,1,1
"ENSG00000235494",1,1,1,1,1,1
"ENSG00000235495",2,2,1,1,1,1
"ENSG00000235497",6,5,1,1,1,1
"ENSG00000235499",1,1,1,1,1,1
"ENSG00000235500",6,2,1,1,1,1
"ENSG00000235501",573,955,262,1,1,1
"ENSG00000235503",1,1,1,1,1,1
"ENSG00000235505",1,1,4,1,1,1
"ENSG00000235508",2,8,3,1,1,1
"ENSG00000235510",4,20,10,1,1,1
"ENSG00000235511",1,1,1,1,1,1
"ENSG00000235512",1,1,1,1,1,1
"ENSG00000235513",63,64,149,1,1,1
"ENSG00000235514",1,3,3,1,1,1
"ENSG00000235518",1,1,7,1,1,1
"ENSG00000235519",1,1,1,1,1,1
"ENSG00000235521",1,1,1,1,1,1
"ENSG00000235522",4,4,1,1,1,1
"ENSG00000235523",8,13,1,1,1,1
"ENSG00000235524",1,1,1,1,1,1
"ENSG00000235525",1,1,1,1,1,1
"ENSG00000235526",41,95,172,1,1,1
"ENSG00000235527",27,43,33,1,1,1
"ENSG00000235529",9,15,165,1,1,1
"ENSG00000235530",17,22,109,1,1,1
"ENSG00000235531",135,699,507,1,1,1
"ENSG00000235532",1,1,3,1,1,1
"ENSG00000235533",1,1,1,1,1,1
"ENSG00000235534",1,1,1,1,1,1
"ENSG00000235535",1,1,1,1,1,1
"ENSG00000235537",1,1,2,1,1,1
"ENSG00000235538",3,1,1,1,1,1
"ENSG00000235539",1,1,1,1,1,1
"ENSG00000235544",1,1,1,1,1,1
"ENSG00000235545",6,30,23,1,1,1
"ENSG00000235546",1,1,1,1,1,1
"ENSG00000235547",1,1,1,1,1,1
"ENSG00000235548",1,2,1,1,1,1
"ENSG00000235549",1,1,9,1,1,1
"ENSG00000235550",1,1,1,1,1,1
"ENSG00000235552",3145,3587,3317,1,1,1
"ENSG00000235554",5,13,14,1,1,1
"ENSG00000235555",1,1,3,1,1,1
"ENSG00000235558",19,24,22,1,1,1
"ENSG00000235559",6,4,1,1,1,1
"ENSG00000235560",75,48,106,1,1,1
"ENSG00000235563",1,3,5,1,1,1
"ENSG00000235564",1,1,1,1,1,1
"ENSG00000235568",557,173,16,1,1,1
"ENSG00000235570",1,1,1,1,1,1
"ENSG00000235571",1,1,1,1,1,1
"ENSG00000235572",1,1,1,1,1,1
"ENSG00000235573",1,1,5,1,1,1
"ENSG00000235574",1,6,5,1,1,1
"ENSG00000235575",1,1,4,1,1,1
"ENSG00000235576",7,1,1,1,1,1
"ENSG00000235578",17,6,1,1,1,1
"ENSG00000235579",2,1,1,1,1,1
"ENSG00000235581",1,1,1,1,1,1
"ENSG00000235582",1,1,1,1,1,1
"ENSG00000235583",1,2,1,1,1,1
"ENSG00000235584",1,1,1,1,1,1
"ENSG00000235586",4,5,11,1,1,1
"ENSG00000235587",20,12,21,1,1,1
"ENSG00000235590",53,41,28,1,1,1
"ENSG00000235592",1,2,1,1,1,1
"ENSG00000235593",1,1,1,1,1,1
"ENSG00000235594",1,1,1,1,1,1
"ENSG00000235595",1,1,1,1,1,1
"ENSG00000235597",1,1,1,1,1,1
"ENSG00000235598",1,1,1,1,1,1
"ENSG00000235601",1,4,2,1,1,1
"ENSG00000235602",12,25,62,1,1,1
"ENSG00000235605",1,4,1,1,1,1
"ENSG00000235606",1,1,3,1,1,1
"ENSG00000235608",1,1,8,1,1,1
"ENSG00000235609",240,149,470,1,1,1
"ENSG00000235610",1,1,15,1,1,1
"ENSG00000235612",1,1,1,1,1,1
"ENSG00000235613",3,8,9,1,1,1
"ENSG00000235615",1,1,1,1,1,1
"ENSG00000235616",1,1,1,1,1,1
"ENSG00000235617",1,1,1,1,1,1
"ENSG00000235618",1,3,6,1,1,1
"ENSG00000235619",1,1,1,1,1,1
"ENSG00000235620",1,1,1,1,1,1
"ENSG00000235621",5,2,13,1,1,1
"ENSG00000235623",1,1,1,1,1,1
